image_path,ticker,date,label,label_id,RSI,MACD,MACD_signal,forward_return,trend_score,split
D:\full-stack2\data\charts\GOOGL\2024-05-09.png,GOOGL,2024-05-09,Neutral,1,64.17,4.7578,4.3089,0.0211,0.2457,train
D:\full-stack2\data\charts\MSFT\2024-05-09.png,MSFT,2024-05-09,Up,2,52.64,-1.7305,-3.1316,0.0375,0.7606,train
D:\full-stack2\data\charts\TSLA\2024-05-09.png,TSLA,2024-05-09,Neutral,1,49.49,2.1407,0.9189,0.0103,0.0611,train
D:\full-stack2\data\charts\AMZN\2024-05-09.png,AMZN,2024-05-09,Down,0,61.75,2.2907,1.2646,-0.0446,-0.7655,train
D:\full-stack2\data\charts\NVDA\2024-05-09.png,NVDA,2024-05-09,Up,2,53.59,1.0757,0.4204,0.1696,1.377,train
D:\full-stack2\data\charts\META\2024-05-09.png,META,2024-05-09,Neutral,1,50.91,-8.3082,-10.2455,-0.0203,-0.2114,train
D:\full-stack2\data\charts\NFLX\2024-05-09.png,NFLX,2024-05-09,Neutral,1,58.56,-0.1423,-0.7424,0.0385,0.4245,train
D:\full-stack2\data\charts\AAPL\2024-05-10.png,AAPL,2024-05-10,Up,2,64.14,3.0876,1.4096,0.0379,0.6436,train
D:\full-stack2\data\charts\GOOGL\2024-05-10.png,GOOGL,2024-05-10,Neutral,1,61.63,4.6134,4.3698,0.0376,0.4384,train
D:\full-stack2\data\charts\MSFT\2024-05-10.png,MSFT,2024-05-10,Up,2,54.43,-1.0094,-2.7072,0.0391,0.8027,train
D:\full-stack2\data\charts\TSLA\2024-05-10.png,TSLA,2024-05-10,Neutral,1,47.12,1.4777,1.0307,0.0639,0.3796,train
D:\full-stack2\data\charts\AMZN\2024-05-10.png,AMZN,2024-05-10,Down,0,57.97,2.3483,1.4813,-0.0359,-0.6225,train
D:\full-stack2\data\charts\NVDA\2024-05-10.png,NVDA,2024-05-10,Up,2,55.28,1.1653,0.5694,0.1846,1.5149,train
D:\full-stack2\data\charts\META\2024-05-10.png,META,2024-05-10,Neutral,1,51.26,-6.7859,-9.5536,0.0042,0.0446,train
D:\full-stack2\data\charts\NFLX\2024-05-10.png,NFLX,2024-05-10,Up,2,58.0,0.0439,-0.5852,0.0587,0.6488,train
D:\full-stack2\data\charts\AAPL\2024-05-13.png,AAPL,2024-05-13,Neutral,1,67.77,3.5028,1.8282,0.0199,0.3495,train
D:\full-stack2\data\charts\GOOGL\2024-05-13.png,GOOGL,2024-05-13,Up,2,62.24,4.4864,4.3931,0.0429,0.5098,train
D:\full-stack2\data\charts\MSFT\2024-05-13.png,MSFT,2024-05-13,Up,2,53.52,-0.513,-2.2683,0.042,0.9008,train
D:\full-stack2\data\charts\TSLA\2024-05-13.png,TSLA,2024-05-13,Neutral,1,49.66,1.2143,1.0674,0.0283,0.1729,train
D:\full-stack2\data\charts\AMZN\2024-05-13.png,AMZN,2024-05-13,Neutral,1,56.3,2.294,1.6439,-0.0237,-0.4165,train
D:\full-stack2\data\charts\NVDA\2024-05-13.png,NVDA,2024-05-13,Up,2,56.08,1.2638,0.7083,0.26,2.1616,train
D:\full-stack2\data\charts\META\2024-05-13.png,META,2024-05-13,Neutral,1,47.36,-6.1648,-8.8758,0.0254,0.2691,train
D:\full-stack2\data\charts\NFLX\2024-05-13.png,NFLX,2024-05-13,Up,2,59.93,0.2349,-0.4211,0.0526,0.5915,train
D:\full-stack2\data\charts\AAPL\2024-05-14.png,AAPL,2024-05-14,Neutral,1,68.98,3.8792,2.2384,0.0153,0.281,train
D:\full-stack2\data\charts\GOOGL\2024-05-14.png,GOOGL,2024-05-14,Neutral,1,63.73,4.4308,4.4006,0.0326,0.3885,train
D:\full-stack2\data\charts\MSFT\2024-05-14.png,MSFT,2024-05-14,Up,2,55.75,0.1049,-1.7937,0.0321,0.6858,train
D:\full-stack2\data\charts\TSLA\2024-05-14.png,TSLA,2024-05-14,Neutral,1,53.62,1.4455,1.143,-0.0077,-0.047,train
D:\full-stack2\data\charts\AMZN\2024-05-14.png,AMZN,2024-05-14,Neutral,1,57.03,2.2652,1.7681,-0.027,-0.4748,train
D:\full-stack2\data\charts\NVDA\2024-05-14.png,NVDA,2024-05-14,Up,2,57.57,1.4029,0.8472,0.2569,2.1407,train
D:\full-stack2\data\charts\META\2024-05-14.png,META,2024-05-14,Neutral,1,49.31,-5.3037,-8.1614,0.0053,0.0561,train
D:\full-stack2\data\charts\NFLX\2024-05-14.png,NFLX,2024-05-14,Up,2,58.45,0.3586,-0.2652,0.0667,0.7572,train
D:\full-stack2\data\charts\AAPL\2024-05-15.png,AAPL,2024-05-15,Neutral,1,71.28,4.3112,2.653,0.0083,0.1545,train
D:\full-stack2\data\charts\GOOGL\2024-05-15.png,GOOGL,2024-05-15,Neutral,1,66.33,4.5084,4.4222,-0.0023,-0.0275,train
D:\full-stack2\data\charts\MSFT\2024-05-15.png,MSFT,2024-05-15,Neutral,1,60.94,1.16,-1.2029,-0.0199,-0.4137,train
D:\full-stack2\data\charts\TSLA\2024-05-15.png,TSLA,2024-05-15,Neutral,1,50.91,1.3262,1.1797,0.0276,0.1686,train
D:\full-stack2\data\charts\AMZN\2024-05-15.png,AMZN,2024-05-15,Down,0,54.9,2.1307,1.8406,-0.0359,-0.6362,train
D:\full-stack2\data\charts\NVDA\2024-05-15.png,NVDA,2024-05-15,Up,2,62.3,1.7569,1.0292,0.1677,1.4216,train
D:\full-stack2\data\charts\META\2024-05-15.png,META,2024-05-15,Neutral,1,53.94,-3.8008,-7.2893,-0.0301,-0.3135,train
D:\full-stack2\data\charts\NFLX\2024-05-15.png,NFLX,2024-05-15,Up,2,58.37,0.4502,-0.1221,0.0556,0.6322,train
D:\full-stack2\data\charts\AAPL\2024-05-16.png,AAPL,2024-05-16,Neutral,1,71.4,4.61,3.0444,0.0127,0.2395,train
D:\full-stack2\data\charts\GOOGL\2024-05-16.png,GOOGL,2024-05-16,Neutral,1,68.22,4.6499,4.4677,-0.0096,-0.1145,train
D:\full-stack2\data\charts\MSFT\2024-05-16.png,MSFT,2024-05-16,Neutral,1,58.81,1.8089,-0.6006,-0.0139,-0.3025,train
D:\full-stack2\data\charts\TSLA\2024-05-16.png,TSLA,2024-05-16,Neutral,1,51.54,1.2855,1.2008,0.0185,0.1154,train
D:\full-stack2\data\charts\AMZN\2024-05-16.png,AMZN,2024-05-16,Down,0,50.44,1.8127,1.8351,-0.0392,-0.6925,train
D:\full-stack2\data\charts\NVDA\2024-05-16.png,NVDA,2024-05-16,Up,2,61.69,1.9927,1.2219,0.1619,1.37,train
D:\full-stack2\data\charts\META\2024-05-16.png,META,2024-05-16,Neutral,1,49.74,-3.2384,-6.4791,-0.0135,-0.1411,train
D:\full-stack2\data\charts\NFLX\2024-05-16.png,NFLX,2024-05-16,Up,2,56.71,0.493,0.0009,0.0509,0.5788,train
D:\full-stack2\data\charts\AAPL\2024-05-17.png,AAPL,2024-05-17,Neutral,1,71.43,4.7939,3.3943,0.0219,0.4264,train
D:\full-stack2\data\charts\GOOGL\2024-05-17.png,GOOGL,2024-05-17,Neutral,1,70.25,4.8565,4.5455,-0.0164,-0.1974,train
D:\full-stack2\data\charts\MSFT\2024-05-17.png,MSFT,2024-05-17,Neutral,1,57.99,2.2354,-0.0334,-0.0159,-0.3556,train
D:\full-stack2\data\charts\TSLA\2024-05-17.png,TSLA,2024-05-17,Neutral,1,53.52,1.4479,1.2502,-0.0066,-0.0414,train
D:\full-stack2\data\charts\AMZN\2024-05-17.png,AMZN,2024-05-17,Down,0,52.33,1.6283,1.7937,-0.0344,-0.651,train
D:\full-stack2\data\charts\NVDA\2024-05-17.png,NVDA,2024-05-17,Up,2,57.47,2.0047,1.3784,0.2435,2.6865,train
D:\full-stack2\data\charts\META\2024-05-17.png,META,2024-05-17,Neutral,1,49.09,-2.8655,-5.7564,0.0118,0.1293,train
D:\full-stack2\data\charts\NFLX\2024-05-17.png,NFLX,2024-05-17,Neutral,1,60.94,0.6052,0.1218,0.0204,0.3611,train
D:\full-stack2\data\charts\AAPL\2024-05-20.png,AAPL,2024-05-20,Neutral,1,72.72,4.976,3.7106,0.0173,0.3373,train
D:\full-stack2\data\charts\GOOGL\2024-05-20.png,GOOGL,2024-05-20,Neutral,1,71.15,5.0311,4.6426,-0.0177,-0.2131,train
D:\full-stack2\data\charts\MSFT\2024-05-20.png,MSFT,2024-05-20,Neutral,1,61.75,2.9477,0.5628,-0.0218,-0.4815,train
D:\full-stack2\data\charts\TSLA\2024-05-20.png,TSLA,2024-05-20,Neutral,1,51.35,1.3584,1.2719,-0.001,-0.0066,train
D:\full-stack2\data\charts\AMZN\2024-05-20.png,AMZN,2024-05-20,Neutral,1,50.1,1.3728,1.7095,-0.0229,-0.4359,train
D:\full-stack2\data\charts\NVDA\2024-05-20.png,NVDA,2024-05-20,Up,2,60.99,2.1748,1.5377,0.2285,2.5982,train
D:\full-stack2\data\charts\META\2024-05-20.png,META,2024-05-20,Neutral,1,47.53,-2.7839,-5.1619,0.0174,0.19,train
D:\full-stack2\data\charts\NFLX\2024-05-20.png,NFLX,2024-05-20,Neutral,1,67.34,0.8436,0.2661,-0.0144,-0.2425,train
D:\full-stack2\data\charts\AAPL\2024-05-21.png,AAPL,2024-05-21,Neutral,1,74.13,5.1657,4.0016,0.0183,0.3563,train
D:\full-stack2\data\charts\GOOGL\2024-05-21.png,GOOGL,2024-05-21,Neutral,1,72.14,5.1842,4.7509,-0.0137,-0.1655,train
D:\full-stack2\data\charts\MSFT\2024-05-21.png,MSFT,2024-05-21,Neutral,1,64.24,3.7635,1.203,-0.0117,-0.2642,train
D:\full-stack2\data\charts\TSLA\2024-05-21.png,TSLA,2024-05-21,Neutral,1,59.55,2.2022,1.4579,-0.0622,-0.3846,train
D:\full-stack2\data\charts\AMZN\2024-05-21.png,AMZN,2024-05-21,Neutral,1,49.34,1.1258,1.5928,-0.0102,-0.1968,train
D:\full-stack2\data\charts\NVDA\2024-05-21.png,NVDA,2024-05-21,Up,2,61.88,2.3316,1.6965,0.2836,3.3149,train
D:\full-stack2\data\charts\META\2024-05-21.png,META,2024-05-21,Up,2,45.39,-3.0219,-4.7339,0.0655,0.7383,train
D:\full-stack2\data\charts\NFLX\2024-05-21.png,NFLX,2024-05-21,Neutral,1,69.98,1.0989,0.4327,-0.0005,-0.0097,train
D:\full-stack2\data\charts\AAPL\2024-05-22.png,AAPL,2024-05-22,Neutral,1,69.84,5.1406,4.2294,0.0188,0.359,train
D:\full-stack2\data\charts\GOOGL\2024-05-22.png,GOOGL,2024-05-22,Neutral,1,68.17,5.1287,4.8265,0.002,0.0238,train
D:\full-stack2\data\charts\MSFT\2024-05-22.png,MSFT,2024-05-22,Neutral,1,65.21,4.4762,1.8576,-0.0139,-0.314,train
D:\full-stack2\data\charts\TSLA\2024-05-22.png,TSLA,2024-05-22,Neutral,1,54.08,2.3204,1.6304,-0.012,-0.0836,train
D:\full-stack2\data\charts\AMZN\2024-05-22.png,AMZN,2024-05-22,Neutral,1,49.3,0.9179,1.4578,0.0102,0.2032,train
D:\full-stack2\data\charts\NVDA\2024-05-22.png,NVDA,2024-05-22,Up,2,60.8,2.3931,1.8358,0.2743,3.4044,train
D:\full-stack2\data\charts\META\2024-05-22.png,META,2024-05-22,Up,2,47.3,-2.9243,-4.372,0.0555,0.6244,train
D:\full-stack2\data\charts\NFLX\2024-05-22.png,NFLX,2024-05-22,Neutral,1,64.2,1.2054,0.5872,0.0126,0.2773,train
D:\full-stack2\data\charts\AAPL\2024-05-23.png,AAPL,2024-05-23,Up,2,59.56,4.7442,4.3324,0.0536,0.9615,train
D:\full-stack2\data\charts\GOOGL\2024-05-23.png,GOOGL,2024-05-23,Neutral,1,61.19,4.8029,4.8218,0.0052,0.0632,train
D:\full-stack2\data\charts\MSFT\2024-05-23.png,MSFT,2024-05-23,Neutral,1,60.96,4.7066,2.4274,-0.0074,-0.1825,train
D:\full-stack2\data\charts\TSLA\2024-05-23.png,TSLA,2024-05-23,Neutral,1,49.3,1.8785,1.68,0.0215,0.1504,train
D:\full-stack2\data\charts\AMZN\2024-05-23.png,AMZN,2024-05-23,Neutral,1,45.07,0.5786,1.2819,0.018,0.3636,train
D:\full-stack2\data\charts\NVDA\2024-05-23.png,NVDA,2024-05-23,Up,2,71.62,3.1195,2.0926,0.1646,1.6699,train
D:\full-stack2\data\charts\META\2024-05-23.png,META,2024-05-23,Up,2,46.2,-2.973,-4.0922,0.0584,1.2976,train
D:\full-stack2\data\charts\NFLX\2024-05-23.png,NFLX,2024-05-23,Neutral,1,61.61,1.2369,0.7172,0.0091,0.1992,train
D:\full-stack2\data\charts\AAPL\2024-05-24.png,AAPL,2024-05-24,Neutral,1,63.96,4.6249,4.3909,0.0165,0.2956,train
D:\full-stack2\data\charts\GOOGL\2024-05-24.png,GOOGL,2024-05-24,Neutral,1,63.25,4.6068,4.7788,0.0013,0.0302,train
D:\full-stack2\data\charts\MSFT\2024-05-24.png,MSFT,2024-05-24,Neutral,1,63.28,5.0821,2.9584,-0.0053,-0.1363,train
D:\full-stack2\data\charts\TSLA\2024-05-24.png,TSLA,2024-05-24,Neutral,1,53.15,1.9496,1.7339,-0.0304,-0.2107,train
D:\full-stack2\data\charts\AMZN\2024-05-24.png,AMZN,2024-05-24,Up,2,44.48,0.2822,1.082,0.0349,0.8073,train
D:\full-stack2\data\charts\NVDA\2024-05-24.png,NVDA,2024-05-24,Up,2,73.96,3.866,2.4472,0.1439,1.5628,train
D:\full-stack2\data\charts\META\2024-05-24.png,META,2024-05-24,Up,2,53.47,-1.9915,-3.672,0.051,1.0609,train
D:\full-stack2\data\charts\NFLX\2024-05-24.png,NFLX,2024-05-24,Neutral,1,65.11,1.3358,0.8409,-0.0035,-0.0764,train
D:\full-stack2\data\charts\AAPL\2024-05-28.png,AAPL,2024-05-28,Up,2,63.98,4.4796,4.4086,0.0903,1.6652,train
D:\full-stack2\data\charts\GOOGL\2024-05-28.png,GOOGL,2024-05-28,Neutral,1,65.2,4.5123,4.7255,0.0024,0.0725,train
D:\full-stack2\data\charts\MSFT\2024-05-28.png,MSFT,2024-05-28,Neutral,1,63.39,5.331,3.4329,0.0055,0.1447,train
D:\full-stack2\data\charts\TSLA\2024-05-28.png,TSLA,2024-05-28,Neutral,1,51.25,1.7844,1.744,-0.0345,-0.3721,train
D:\full-stack2\data\charts\AMZN\2024-05-28.png,AMZN,2024-05-28,Up,2,47.92,0.1585,0.8973,0.0279,0.6446,train
D:\full-stack2\data\charts\NVDA\2024-05-28.png,NVDA,2024-05-28,Up,2,79.12,4.9993,2.9577,0.0616,0.6109,train
D:\full-stack2\data\charts\META\2024-05-28.png,META,2024-05-28,Up,2,54.38,-1.0652,-3.1507,0.0574,1.325,train
D:\full-stack2\data\charts\NFLX\2024-05-28.png,NFLX,2024-05-28,Neutral,1,65.79,1.4161,0.9559,-0.0007,-0.0154,train
D:\full-stack2\data\charts\AAPL\2024-05-29.png,AAPL,2024-05-29,Up,2,64.41,4.3384,4.3946,0.1197,2.322,train
D:\full-stack2\data\charts\GOOGL\2024-05-29.png,GOOGL,2024-05-29,Neutral,1,63.9,4.3472,4.6498,0.0119,0.4165,train
D:\full-stack2\data\charts\MSFT\2024-05-29.png,MSFT,2024-05-29,Up,2,61.85,5.3748,3.8213,0.0277,1.0013,train
D:\full-stack2\data\charts\TSLA\2024-05-29.png,TSLA,2024-05-29,Neutral,1,50.81,1.59,1.7132,0.0062,0.074,train
D:\full-stack2\data\charts\AMZN\2024-05-29.png,AMZN,2024-05-29,Up,2,47.62,0.0494,0.7277,0.0268,0.7537,train
D:\full-stack2\data\charts\NVDA\2024-05-29.png,NVDA,2024-05-29,Up,2,79.65,5.9039,3.5469,0.0904,0.9168,train
D:\full-stack2\data\charts\META\2024-05-29.png,META,2024-05-29,Up,2,50.88,-0.7679,-2.6741,0.0727,1.6407,train
D:\full-stack2\data\charts\NFLX\2024-05-29.png,NFLX,2024-05-29,Neutral,1,67.5,1.5076,1.0663,-0.007,-0.168,train
D:\full-stack2\data\charts\AAPL\2024-05-30.png,AAPL,2024-05-30,Up,2,65.89,4.2575,4.3672,0.12,2.3614,train
D:\full-stack2\data\charts\GOOGL\2024-05-30.png,GOOGL,2024-05-30,Up,2,54.99,3.8685,4.4935,0.0189,0.561,train
D:\full-stack2\data\charts\MSFT\2024-05-30.png,MSFT,2024-05-30,Up,2,46.48,4.2065,3.8983,0.0649,1.7042,train
D:\full-stack2\data\charts\TSLA\2024-05-30.png,TSLA,2024-05-30,Neutral,1,52.84,1.627,1.696,0.0206,0.2444,train
D:\full-stack2\data\charts\AMZN\2024-05-30.png,AMZN,2024-05-30,Up,2,41.86,-0.2521,0.5318,0.0252,0.7436,train
D:\full-stack2\data\charts\NVDA\2024-05-30.png,NVDA,2024-05-30,Up,2,70.48,6.2005,4.0776,0.173,1.7602,train
D:\full-stack2\data\charts\META\2024-05-30.png,META,2024-05-30,Up,2,46.64,-1.1054,-2.3604,0.0793,1.7682,train
D:\full-stack2\data\charts\NFLX\2024-05-30.png,NFLX,2024-05-30,Neutral,1,63.29,1.5067,1.1544,0.0086,0.199,train
D:\full-stack2\data\charts\AAPL\2024-05-31.png,AAPL,2024-05-31,Up,2,67.29,4.2216,4.3381,0.1053,2.1293,train
D:\full-stack2\data\charts\GOOGL\2024-05-31.png,GOOGL,2024-05-31,Up,2,55.67,3.4802,4.2909,0.026,0.8156,train
D:\full-stack2\data\charts\MSFT\2024-05-31.png,MSFT,2024-05-31,Up,2,46.93,3.2795,3.7746,0.0661,1.7429,train
D:\full-stack2\data\charts\TSLA\2024-05-31.png,TSLA,2024-05-31,Neutral,1,52.21,1.5808,1.6729,-0.0004,-0.0047,train
D:\full-stack2\data\charts\AMZN\2024-05-31.png,AMZN,2024-05-31,Up,2,36.75,-0.7151,0.2824,0.0409,1.5591,train
D:\full-stack2\data\charts\NVDA\2024-05-31.png,NVDA,2024-05-31,Up,2,68.77,6.2932,4.5207,0.203,2.0605,train
D:\full-stack2\data\charts\META\2024-05-31.png,META,2024-05-31,Up,2,46.51,-1.3746,-2.1632,0.081,1.8051,train
D:\full-stack2\data\charts\NFLX\2024-05-31.png,NFLX,2024-05-31,Up,2,59.8,1.4406,1.2116,0.0433,0.9976,train
D:\full-stack2\data\charts\AAPL\2024-06-03.png,AAPL,2024-06-03,Up,2,69.78,4.2863,4.3277,0.1167,4.0501,train
D:\full-stack2\data\charts\GOOGL\2024-06-03.png,GOOGL,2024-06-03,Up,2,56.89,3.1893,4.0706,0.0247,0.7726,train
D:\full-stack2\data\charts\MSFT\2024-06-03.png,MSFT,2024-06-03,Up,2,45.49,2.3891,3.4975,0.0843,2.4006,train
D:\full-stack2\data\charts\TSLA\2024-06-03.png,TSLA,2024-06-03,Up,2,50.57,1.3838,1.6151,0.0632,0.7496,train
D:\full-stack2\data\charts\AMZN\2024-06-03.png,AMZN,2024-06-03,Up,2,41.8,-0.9182,0.0423,0.0321,1.1938,train
D:\full-stack2\data\charts\NVDA\2024-06-03.png,NVDA,2024-06-03,Up,2,73.12,6.7219,4.961,0.1391,1.3809,train
D:\full-stack2\data\charts\META\2024-06-03.png,META,2024-06-03,Up,2,53.11,-0.7253,-1.8756,0.0621,1.386,train
D:\full-stack2\data\charts\NFLX\2024-06-03.png,NFLX,2024-06-03,Up,2,55.52,1.3099,1.2313,0.0663,1.5446,train
D:\full-stack2\data\charts\AAPL\2024-06-04.png,AAPL,2024-06-04,Up,2,70.22,4.3134,4.3248,0.1026,3.7425,train
D:\full-stack2\data\charts\GOOGL\2024-06-04.png,GOOGL,2024-06-04,Neutral,1,58.03,2.9741,3.8513,0.0086,0.271,train
D:\full-stack2\data\charts\MSFT\2024-06-04.png,MSFT,2024-06-04,Up,2,48.2,1.865,3.171,0.0728,2.1837,train
D:\full-stack2\data\charts\TSLA\2024-06-04.png,TSLA,2024-06-04,Up,2,49.15,1.0924,1.5106,0.0577,0.6949,train
D:\full-stack2\data\charts\AMZN\2024-06-04.png,AMZN,2024-06-04,Up,2,44.32,-0.987,-0.1636,0.0193,0.7737,train
D:\full-stack2\data\charts\NVDA\2024-06-04.png,NVDA,2024-06-04,Up,2,74.16,7.0958,5.3879,0.1645,1.6605,train
D:\full-stack2\data\charts\META\2024-06-04.png,META,2024-06-04,Up,2,52.78,-0.2479,-1.5501,0.0482,1.2091,train
D:\full-stack2\data\charts\NFLX\2024-06-04.png,NFLX,2024-06-04,Up,2,54.36,1.1753,1.2201,0.0856,2.2122,train
D:\full-stack2\data\charts\AAPL\2024-06-05.png,AAPL,2024-06-05,Up,2,72.27,4.4059,4.3411,0.0705,2.5558,train
D:\full-stack2\data\charts\GOOGL\2024-06-05.png,GOOGL,2024-06-05,Neutral,1,60.95,2.8998,3.661,0.0062,0.2086,train
D:\full-stack2\data\charts\MSFT\2024-06-05.png,MSFT,2024-06-05,Up,2,55.62,2.0581,2.9484,0.0512,1.4699,train
D:\full-stack2\data\charts\TSLA\2024-06-05.png,TSLA,2024-06-05,Neutral,1,49.38,0.87,1.3824,0.0375,0.4761,train
D:\full-stack2\data\charts\AMZN\2024-06-05.png,AMZN,2024-06-05,Up,2,48.93,-0.875,-0.3059,0.0266,0.9966,train
D:\full-stack2\data\charts\NVDA\2024-06-05.png,NVDA,2024-06-05,Up,2,77.98,7.7864,5.8676,0.0682,0.6804,train
D:\full-stack2\data\charts\META\2024-06-05.png,META,2024-06-05,Neutral,1,61.95,1.5607,-0.9279,0.0144,0.3034,train
D:\full-stack2\data\charts\NFLX\2024-06-05.png,NFLX,2024-06-05,Up,2,61.76,1.2052,1.2171,0.0442,1.0467,train
D:\full-stack2\data\charts\AAPL\2024-06-06.png,AAPL,2024-06-06,Up,2,67.67,4.318,4.3364,0.0669,2.3387,train
D:\full-stack2\data\charts\GOOGL\2024-06-06.png,GOOGL,2024-06-06,Up,2,63.2,2.913,3.5114,0.0176,0.6117,train
D:\full-stack2\data\charts\MSFT\2024-06-06.png,MSFT,2024-06-06,Up,2,56.06,2.226,2.8039,0.0595,1.7101,train
D:\full-stack2\data\charts\TSLA\2024-06-06.png,TSLA,2024-06-06,Neutral,1,52.35,0.9204,1.29,0.0285,0.362,train
D:\full-stack2\data\charts\AMZN\2024-06-06.png,AMZN,2024-06-06,Up,2,56.4,-0.4804,-0.3408,0.0221,0.7117,train
D:\full-stack2\data\charts\NVDA\2024-06-06.png,NVDA,2024-06-06,Neutral,1,75.11,8.1239,6.3189,0.0461,0.4549,train
D:\full-stack2\data\charts\META\2024-06-06.png,META,2024-06-06,Neutral,1,61.03,2.857,-0.1709,0.0031,0.0645,train
D:\full-stack2\data\charts\NFLX\2024-06-06.png,NFLX,2024-06-06,Up,2,60.76,1.2009,1.2139,0.058,1.3657,train
D:\full-stack2\data\charts\AAPL\2024-06-07.png,AAPL,2024-06-07,Up,2,71.11,4.3908,4.3473,0.0571,1.9738,train
D:\full-stack2\data\charts\GOOGL\2024-06-07.png,GOOGL,2024-06-07,Up,2,57.11,2.7105,3.3512,0.0285,0.9302,train
D:\full-stack2\data\charts\MSFT\2024-06-07.png,MSFT,2024-06-07,Up,2,55.29,2.2795,2.699,0.0562,1.6139,train
D:\full-stack2\data\charts\TSLA\2024-06-07.png,TSLA,2024-06-07,Neutral,1,51.84,0.9127,1.2146,0.0287,0.3695,train
D:\full-stack2\data\charts\AMZN\2024-06-07.png,AMZN,2024-06-07,Neutral,1,54.78,-0.2217,-0.317,0.0069,0.227,train
D:\full-stack2\data\charts\NVDA\2024-06-07.png,NVDA,2024-06-07,Neutral,1,74.88,8.2869,6.7125,-0.0229,-0.2311,train
D:\full-stack2\data\charts\META\2024-06-07.png,META,2024-06-07,Neutral,1,60.44,3.7766,0.6186,0.0131,0.2757,train
D:\full-stack2\data\charts\NFLX\2024-06-07.png,NFLX,2024-06-07,Up,2,56.79,1.1277,1.1966,0.0429,0.9854,train
D:\full-stack2\data\charts\AAPL\2024-06-10.png,AAPL,2024-06-10,Up,2,60.31,4.0993,4.2977,0.0826,2.5547,train
D:\full-stack2\data\charts\GOOGL\2024-06-10.png,GOOGL,2024-06-10,Up,2,58.54,2.5804,3.197,0.0515,1.7239,train
D:\full-stack2\data\charts\MSFT\2024-06-10.png,MSFT,2024-06-10,Up,2,58.92,2.6118,2.6816,0.0539,1.5346,train
D:\full-stack2\data\charts\TSLA\2024-06-10.png,TSLA,2024-06-10,Up,2,47.8,0.6019,1.092,0.078,1.0024,train
D:\full-stack2\data\charts\AMZN\2024-06-10.png,AMZN,2024-06-10,Neutral,1,59.7,0.2037,-0.2128,-0.0038,-0.1218,train
D:\full-stack2\data\charts\NVDA\2024-06-10.png,NVDA,2024-06-10,Neutral,1,75.53,8.3921,7.0484,0.0354,0.3566,train
D:\full-stack2\data\charts\META\2024-06-10.png,META,2024-06-10,Neutral,1,64.87,5.2179,1.5384,0.0169,0.3452,train
D:\full-stack2\data\charts\NFLX\2024-06-10.png,NFLX,2024-06-10,Up,2,58.06,1.0816,1.1736,0.0433,0.9959,train
D:\full-stack2\data\charts\AAPL\2024-06-11.png,AAPL,2024-06-11,Up,2,75.33,4.9349,4.4252,0.0294,0.5034,train
D:\full-stack2\data\charts\GOOGL\2024-06-11.png,GOOGL,2024-06-11,Up,2,61.49,2.5765,3.0729,0.0411,1.3552,train
D:\full-stack2\data\charts\MSFT\2024-06-11.png,MSFT,2024-06-11,Up,2,62.82,3.221,2.7895,0.045,1.2637,train
D:\full-stack2\data\charts\TSLA\2024-06-11.png,TSLA,2024-06-11,Up,2,44.62,0.1018,0.894,0.1507,1.9372,train
D:\full-stack2\data\charts\AMZN\2024-06-11.png,AMZN,2024-06-11,Up,2,59.99,0.5482,-0.0606,0.0341,1.0851,train
D:\full-stack2\data\charts\NVDA\2024-06-11.png,NVDA,2024-06-11,Neutral,1,73.55,8.3095,7.3006,0.0454,0.4524,train
D:\full-stack2\data\charts\META\2024-06-11.png,META,2024-06-11,Neutral,1,66.89,6.6735,2.5654,0.0121,0.2589,train
D:\full-stack2\data\charts\NFLX\2024-06-11.png,NFLX,2024-06-11,Up,2,59.76,1.0655,1.152,0.0449,1.0379,train
D:\full-stack2\data\charts\AAPL\2024-06-12.png,AAPL,2024-06-12,Neutral,1,78.94,6.0019,4.7405,0.0048,0.0796,train
D:\full-stack2\data\charts\GOOGL\2024-06-12.png,GOOGL,2024-06-12,Up,2,63.52,2.6369,2.9857,0.0429,1.4148,train
D:\full-stack2\data\charts\MSFT\2024-06-12.png,MSFT,2024-06-12,Up,2,68.43,4.3211,3.0958,0.0267,0.7128,train
D:\full-stack2\data\charts\TSLA\2024-06-12.png,TSLA,2024-06-12,Up,2,51.91,0.2378,0.7627,0.1135,1.4338,train
D:\full-stack2\data\charts\AMZN\2024-06-12.png,AMZN,2024-06-12,Up,2,59.08,0.7848,0.1085,0.0586,1.8689,train
D:\full-stack2\data\charts\NVDA\2024-06-12.png,NVDA,2024-06-12,Neutral,1,76.78,8.4921,7.5389,-0.0097,-0.0954,train
D:\full-stack2\data\charts\META\2024-06-12.png,META,2024-06-12,Neutral,1,67.46,7.8464,3.6216,0.0221,0.4718,train
D:\full-stack2\data\charts\NFLX\2024-06-12.png,NFLX,2024-06-12,Up,2,60.4,1.0528,1.1321,0.0527,1.2279,train
D:\full-stack2\data\charts\AAPL\2024-06-13.png,AAPL,2024-06-13,Neutral,1,79.58,6.8621,5.1648,-0.0169,-0.2789,train
D:\full-stack2\data\charts\GOOGL\2024-06-13.png,GOOGL,2024-06-13,Up,2,56.32,2.4457,2.8777,0.0399,1.2667,train
D:\full-stack2\data\charts\MSFT\2024-06-13.png,MSFT,2024-06-13,Neutral,1,68.75,5.1748,3.5116,0.0122,0.3385,train
